"Date","Price","Open","High","Low","Vol.","Change %"
"01/09/2023","1,484.45","1,448.20","1,489.35","1,448.20","11.50M","2.48%"
"01/06/2023","1,448.50","1,470.00","1,475.00","1,446.50","6.44M","-1.81%"
"01/05/2023","1,475.20","1,505.90","1,505.90","1,469.25","9.87M","-1.31%"
"01/04/2023","1,494.80","1,521.00","1,521.00","1,491.10","7.06M","-1.82%"
"01/03/2023","1,522.55","1,519.85","1,532.65","1,515.10","4.55M","-0.10%"
"01/02/2023","1,524.00","1,514.00","1,526.50","1,504.05","3.80M","1.05%"
"12/30/2022","1,508.20","1,528.00","1,530.40","1,504.05","5.06M","-0.62%"
"12/29/2022","1,517.55","1,504.00","1,521.30","1,501.00","4.62M","0.49%"
"12/28/2022","1,510.15","1,505.10","1,524.95","1,498.50","5.03M","-0.31%"
"12/27/2022","1,514.85","1,509.95","1,521.45","1,497.50","4.86M","0.83%"
"12/26/2022","1,502.40","1,500.50","1,509.90","1,496.35","4.12M","0.35%"
"12/23/2022","1,497.10","1,508.70","1,509.90","1,493.00","6.28M","-1.64%"
"12/22/2022","1,522.05","1,521.50","1,529.95","1,511.75","6.30M","0.83%"
"12/21/2022","1,509.55","1,515.00","1,521.00","1,502.35","6.24M","0.15%"
"12/20/2022","1,507.30","1,501.00","1,516.00","1,482.45","7.40M","0.00%"
"12/19/2022","1,507.35","1,507.95","1,516.90","1,495.05","6.22M","-0.98%"
"12/16/2022","1,522.20","1,525.00","1,549.50","1,512.05","9.63M","-1.19%"
"12/15/2022","1,540.50","1,569.30","1,570.00","1,535.25","6.44M","-2.46%"
"12/14/2022","1,579.40","1,582.00","1,588.50","1,573.00","4.98M","0.46%"
"12/13/2022","1,572.15","1,547.20","1,577.50","1,541.15","6.14M","1.61%"
"12/12/2022","1,547.20","1,550.00","1,565.95","1,530.05","8.04M","-1.41%"
"12/09/2022","1,569.30","1,628.00","1,628.00","1,561.10","8.88M","-3.14%"
"12/08/2022","1,620.15","1,605.50","1,623.90","1,598.50","4.21M","0.91%"
"12/07/2022","1,605.50","1,608.00","1,623.80","1,596.70","4.90M","-0.46%"
"12/06/2022","1,612.90","1,625.00","1,626.00","1,607.55","4.82M","-1.64%"
"12/05/2022","1,639.75","1,638.00","1,644.85","1,623.30","3.82M","0.11%"
"12/02/2022","1,637.90","1,656.00","1,661.80","1,633.95","4.28M","-1.16%"
"12/01/2022","1,657.10","1,656.20","1,672.60","1,652.30","5.41M","1.35%"
"11/30/2022","1,634.95","1,619.95","1,645.75","1,613.15","11.87M","0.36%"
"11/29/2022","1,629.05","1,621.20","1,638.75","1,615.05","3.13M","0.35%"
"11/28/2022","1,623.40","1,628.00","1,653.50","1,620.00","3.83M","-0.75%"
"11/25/2022","1,635.65","1,631.40","1,644.00","1,613.80","4.56M","0.36%"
"11/24/2022","1,629.80","1,589.00","1,636.00","1,584.75","5.28M","2.95%"
"11/23/2022","1,583.15","1,588.90","1,592.00","1,579.30","3.25M","-0.12%"
"11/22/2022","1,585.05","1,569.00","1,588.00","1,562.00","3.40M","1.07%"
"11/21/2022","1,568.20","1,582.10","1,587.85","1,564.05","3.07M","-1.58%"
"11/18/2022","1,593.40","1,591.70","1,598.00","1,575.50","3.13M","0.38%"
"11/17/2022","1,587.40","1,597.20","1,602.80","1,582.95","3.47M","-0.96%"
"11/16/2022","1,602.80","1,597.15","1,609.00","1,593.50","4.50M","0.55%"
"11/15/2022","1,594.00","1,577.85","1,597.85","1,572.75","3.50M","0.55%"
"11/14/2022","1,585.30","1,575.15","1,591.40","1,568.45","4.91M","0.97%"
"11/11/2022","1,570.10","1,546.65","1,573.50","1,546.65","7.21M","4.54%"
"11/10/2022","1,501.95","1,485.00","1,512.00","1,485.00","3.44M","-0.61%"
"11/09/2022","1,511.20","1,529.00","1,529.00","1,501.10","3.33M","0.25%"
"11/07/2022","1,507.45","1,521.40","1,527.90","1,491.10","4.90M","-0.43%"
"11/04/2022","1,514.00","1,520.45","1,520.45","1,501.15","4.51M","-1.09%"
"11/03/2022","1,530.75","1,538.75","1,543.90","1,521.65","3.17M","-1.45%"
"11/02/2022","1,553.30","1,572.00","1,572.75","1,545.00","2.94M","-1.25%"
"11/01/2022","1,573.00","1,553.05","1,575.00","1,547.10","4.54M","2.30%"
"10/31/2022","1,537.65","1,530.25","1,546.40","1,530.25","4.54M","1.61%"
"10/28/2022","1,513.25","1,526.00","1,527.95","1,507.00","3.05M","-0.70%"
"10/27/2022","1,523.95","1,530.80","1,534.90","1,512.50","6.76M","-0.15%"
"10/25/2022","1,526.30","1,528.10","1,532.90","1,521.05","3.91M","0.56%"
"10/24/2022","1,517.85","1,518.50","1,521.80","1,511.00","982.84K","1.16%"
"10/21/2022","1,500.50","1,500.30","1,506.00","1,491.35","3.59M","-0.03%"
"10/20/2022","1,500.90","1,475.00","1,504.00","1,474.20","4.58M","1.04%"
"10/19/2022","1,485.45","1,504.00","1,504.95","1,481.30","3.55M","-1.21%"
"10/18/2022","1,503.70","1,510.00","1,510.95","1,497.25","4.69M","0.92%"
"10/17/2022","1,489.95","1,476.90","1,495.00","1,475.50","4.29M","1.06%"
"10/14/2022","1,474.25","1,485.00","1,494.00","1,467.25","14.99M","3.83%"
"10/13/2022","1,419.90","1,431.00","1,437.95","1,415.00","4.82M","-0.62%"
"10/12/2022","1,428.70","1,437.00","1,441.10","1,413.55","5.48M","0.34%"
"10/11/2022","1,423.80","1,462.65","1,479.65","1,420.10","12.82M","-2.66%"
"10/10/2022","1,462.65","1,426.35","1,465.00","1,426.35","5.27M","0.79%"
"10/07/2022","1,451.20","1,446.35","1,457.85","1,440.15","3.99M","-0.27%"
"10/06/2022","1,455.15","1,445.00","1,459.80","1,444.10","6.18M","1.80%"
"10/04/2022","1,429.40","1,419.70","1,432.25","1,414.00","6.63M","2.56%"
"10/03/2022","1,393.75","1,412.00","1,412.00","1,386.00","4.94M","-1.39%"
"09/30/2022","1,413.45","1,388.95","1,419.30","1,376.00","8.12M","1.06%"
"09/29/2022","1,398.65","1,404.90","1,409.85","1,393.00","6.12M","0.28%"
"09/28/2022","1,394.70","1,379.00","1,405.85","1,377.00","7.02M","0.08%"
"09/27/2022","1,393.55","1,393.45","1,406.50","1,378.00","8.56M","0.96%"
"09/26/2022","1,380.25","1,360.00","1,399.45","1,355.00","9.41M","1.08%"
"09/23/2022","1,365.45","1,367.50","1,394.80","1,362.00","10.43M","-0.18%"
"09/22/2022","1,367.95","1,366.35","1,383.95","1,360.00","9.17M","-0.68%"
"09/21/2022","1,377.25","1,379.90","1,388.80","1,368.40","7.92M","-0.81%"
"09/20/2022","1,388.55","1,407.95","1,413.55","1,385.10","7.22M","-0.13%"
"09/19/2022","1,390.30","1,392.00","1,406.00","1,380.60","6.60M","0.96%"
"09/16/2022","1,377.05","1,425.00","1,425.00","1,368.35","20.46M","-3.89%"
"09/15/2022","1,432.80","1,475.00","1,475.20","1,429.05","12.78M","-2.89%"
"09/14/2022","1,475.40","1,497.00","1,498.95","1,472.00","14.33M","-4.50%"
"09/13/2022","1,544.95","1,551.90","1,553.00","1,541.30","4.95M","0.57%"
"09/12/2022","1,536.20","1,525.80","1,545.90","1,521.15","5.49M","1.62%"
"09/09/2022","1,511.65","1,488.00","1,520.00","1,480.00","4.82M","2.42%"
"09/08/2022","1,475.90","1,475.00","1,481.10","1,463.60","4.06M","1.25%"
"09/07/2022","1,457.65","1,440.00","1,465.75","1,438.05","3.60M","0.18%"
"09/06/2022","1,455.10","1,461.30","1,470.00","1,445.45","3.43M","-0.42%"
"09/05/2022","1,461.30","1,451.00","1,467.00","1,446.35","3.67M","0.57%"
"09/02/2022","1,453.00","1,478.00","1,478.00","1,448.00","5.18M","-0.76%"
"09/01/2022","1,464.20","1,460.05","1,468.10","1,451.05","8.14M","-1.93%"
"08/30/2022","1,492.95","1,473.10","1,496.10","1,466.00","6.73M","2.13%"
"08/29/2022","1,461.75","1,468.55","1,468.55","1,450.00","8.08M","-3.93%"
"08/26/2022","1,521.55","1,535.15","1,544.95","1,517.45","3.08M","0.22%"
"08/25/2022","1,518.15","1,548.00","1,548.70","1,513.75","4.33M","-1.26%"
"08/24/2022","1,537.50","1,535.00","1,546.00","1,531.00","2.89M","-0.32%"
"08/23/2022","1,542.40","1,548.00","1,554.50","1,533.00","5.55M","-2.11%"
"08/22/2022","1,575.65","1,586.00","1,599.00","1,574.00","3.95M","-1.34%"
"08/19/2022","1,597.10","1,585.30","1,604.90","1,585.10","4.74M","0.89%"
"08/18/2022","1,582.95","1,594.10","1,598.20","1,574.00","4.64M","-1.45%"
"08/17/2022","1,606.25","1,596.45","1,612.00","1,585.00","4.07M","0.61%"
"08/16/2022","1,596.45","1,609.00","1,609.00","1,591.10","3.00M","0.15%"
"08/12/2022","1,594.10","1,613.30","1,614.00","1,590.15","3.56M","-1.60%"
"08/11/2022","1,619.95","1,630.00","1,631.35","1,616.00","3.46M","1.09%"
"08/10/2022","1,602.45","1,621.20","1,621.20","1,588.10","4.42M","-1.05%"
"08/08/2022","1,619.40","1,617.00","1,622.00","1,596.00","3.76M","0.17%"
"08/05/2022","1,616.65","1,608.40","1,625.70","1,602.30","5.36M","1.05%"
"08/04/2022","1,599.90","1,587.50","1,603.85","1,574.95","7.40M","2.16%"
"08/03/2022","1,566.10","1,549.00","1,570.00","1,539.90","6.01M","1.46%"
"08/02/2022","1,543.60","1,546.55","1,547.00","1,528.35","4.37M","-0.48%"
"08/01/2022","1,551.05","1,564.00","1,564.00","1,537.90","2.98M","0.09%"
"07/29/2022","1,549.70","1,532.80","1,555.70","1,528.00","7.01M","2.13%"
"07/28/2022","1,517.40","1,496.40","1,524.45","1,489.85","6.64M","3.15%"
"07/27/2022","1,471.05","1,451.00","1,473.00","1,445.00","4.52M","1.37%"
"07/26/2022","1,451.15","1,496.65","1,496.65","1,445.00","7.27M","-3.49%"
"07/25/2022","1,503.60","1,480.10","1,517.15","1,480.10","7.86M","-0.18%"
"07/22/2022","1,506.30","1,534.00","1,540.00","1,492.15","7.02M","-1.74%"
"07/21/2022","1,532.90","1,517.00","1,535.45","1,503.10","5.01M","1.16%"
"07/20/2022","1,515.30","1,501.25","1,525.80","1,500.00","5.08M","2.10%"
"07/19/2022","1,484.15","1,471.55","1,486.85","1,470.10","3.42M","-0.39%"
"07/18/2022","1,489.90","1,450.00","1,493.60","1,448.05","5.84M","4.16%"
"07/15/2022","1,430.35","1,446.00","1,446.00","1,410.65","5.62M","0.10%"
"07/14/2022","1,428.85","1,451.00","1,452.95","1,414.00","6.16M","-1.08%"
"07/13/2022","1,444.45","1,450.00","1,460.00","1,438.60","5.26M","0.41%"
"07/12/2022","1,438.60","1,461.80","1,468.60","1,436.00","4.71M","-2.35%"
"07/11/2022","1,473.15","1,495.00","1,499.90","1,466.40","4.70M","-2.73%"
"07/08/2022","1,514.45","1,515.00","1,516.95","1,499.95","3.65M","1.05%"
"07/07/2022","1,498.70","1,503.05","1,513.95","1,495.70","3.32M","0.47%"
"07/06/2022","1,491.65","1,482.20","1,500.00","1,470.00","5.21M","1.06%"
"07/05/2022","1,475.95","1,498.80","1,509.95","1,472.00","7.38M","-0.81%"
"07/04/2022","1,488.00","1,480.25","1,492.25","1,462.00","4.80M","0.58%"
"07/01/2022","1,479.40","1,454.00","1,485.00","1,442.35","4.65M","1.20%"
"06/30/2022","1,461.90","1,465.05","1,482.00","1,455.00","9.17M","-0.09%"
"06/29/2022","1,463.25","1,464.70","1,477.00","1,457.00","5.06M","-1.14%"
"06/28/2022","1,480.15","1,469.00","1,488.25","1,453.00","4.41M","0.38%"
"06/27/2022","1,474.60","1,468.05","1,484.00","1,465.15","4.51M","2.32%"
"06/24/2022","1,441.10","1,458.00","1,467.50","1,428.90","6.11M","-0.78%"
"06/23/2022","1,452.45","1,439.80","1,458.00","1,433.00","6.25M","1.06%"
"06/22/2022","1,437.25","1,436.05","1,459.60","1,435.00","6.25M","-0.87%"
"06/21/2022","1,449.90","1,424.00","1,456.00","1,422.75","6.27M","2.53%"
"06/20/2022","1,414.15","1,390.05","1,422.35","1,382.00","4.60M","1.94%"
"06/17/2022","1,387.30","1,391.05","1,396.95","1,367.15","9.69M","-0.71%"
"06/16/2022","1,397.20","1,438.00","1,443.75","1,392.00","6.64M","-1.76%"
"06/15/2022","1,422.20","1,440.20","1,446.40","1,418.85","4.65M","-1.27%"
"06/14/2022","1,440.55","1,410.00","1,448.90","1,403.15","6.09M","1.13%"
"06/13/2022","1,424.50","1,443.60","1,443.60","1,411.70","6.99M","-3.54%"
"06/10/2022","1,476.80","1,486.10","1,493.95","1,473.60","6.52M","-2.52%"
"06/09/2022","1,515.00","1,485.00","1,516.95","1,481.50","4.36M","1.00%"
"06/08/2022","1,500.00","1,520.20","1,520.20","1,492.00","4.70M","-0.44%"
"06/07/2022","1,506.70","1,519.85","1,519.85","1,502.60","4.90M","-1.53%"
"06/06/2022","1,530.05","1,516.00","1,536.60","1,493.00","6.62M","0.55%"
"06/03/2022","1,521.70","1,524.90","1,555.00","1,518.00","9.40M","0.91%"
"06/02/2022","1,508.00","1,484.00","1,513.85","1,475.60","7.21M","1.99%"
"06/01/2022","1,478.55","1,513.00","1,514.75","1,472.10","8.74M","-1.67%"
"05/31/2022","1,503.60","1,510.70","1,518.00","1,488.15","16.03M","-1.52%"
"05/30/2022","1,526.80","1,487.00","1,530.00","1,485.00","10.90M","4.48%"
"05/27/2022","1,461.35","1,443.95","1,467.00","1,437.40","8.28M","2.63%"
"05/26/2022","1,423.95","1,418.00","1,430.00","1,407.05","13.04M","0.96%"
"05/25/2022","1,410.45","1,435.00","1,442.50","1,399.25","9.63M","-2.12%"
"05/24/2022","1,441.00","1,468.60","1,469.55","1,435.25","5.69M","-1.87%"
"05/23/2022","1,468.40","1,455.10","1,488.00","1,450.05","5.89M","0.91%"
"05/20/2022","1,455.15","1,453.00","1,466.75","1,446.70","10.49M","1.96%"
"05/19/2022","1,427.15","1,481.00","1,484.70","1,417.65","16.56M","-5.44%"
"05/18/2022","1,509.20","1,522.00","1,549.70","1,505.30","6.59M","-0.61%"
"05/17/2022","1,518.45","1,494.90","1,525.00","1,480.90","6.52M","1.97%"
"05/16/2022","1,489.10","1,510.00","1,511.85","1,478.65","6.15M","-1.02%"
"05/13/2022","1,504.40","1,519.30","1,529.25","1,498.10","6.72M","-0.29%"
"05/12/2022","1,508.80","1,514.00","1,527.50","1,504.30","7.03M","-1.18%"
"05/11/2022","1,526.75","1,549.95","1,549.95","1,511.60","7.85M","-1.69%"
"05/10/2022","1,553.00","1,558.00","1,569.15","1,546.05","6.21M","-1.10%"
"05/09/2022","1,570.35","1,540.00","1,586.80","1,522.15","6.83M","1.78%"
"05/06/2022","1,542.85","1,550.00","1,561.85","1,535.05","6.17M","-2.67%"
"05/05/2022","1,585.15","1,560.05","1,589.40","1,557.45","6.14M","3.23%"
"05/04/2022","1,535.55","1,547.25","1,570.00","1,530.15","6.22M","-0.35%"
"05/02/2022","1,541.00","1,550.90","1,552.75","1,531.00","7.07M","-1.69%"
"04/29/2022","1,567.55","1,590.00","1,597.30","1,560.80","9.83M","-0.95%"
"04/28/2022","1,582.60","1,570.00","1,601.80","1,557.45","9.25M","1.92%"
"04/27/2022","1,552.80","1,572.75","1,572.75","1,550.35","8.82M","-1.78%"
"04/26/2022","1,581.00","1,577.20","1,592.00","1,566.55","5.35M","1.27%"
"04/25/2022","1,561.10","1,572.80","1,572.80","1,554.10","7.00M","-1.54%"
"04/22/2022","1,585.45","1,604.35","1,610.70","1,582.40","8.13M","-2.06%"
"04/21/2022","1,618.80","1,595.00","1,627.20","1,589.25","7.77M","1.96%"
"04/20/2022","1,587.70","1,575.00","1,596.30","1,563.00","10.68M","1.65%"
"04/19/2022","1,562.00","1,636.65","1,636.65","1,550.00","17.04M","-3.66%"
"04/18/2022","1,621.40","1,605.50","1,650.00","1,590.00","30.52M","-7.27%"
"04/13/2022","1,748.55","1,754.95","1,757.50","1,732.00","6.26M","0.35%"
"04/12/2022","1,742.45","1,757.50","1,757.50","1,727.75","6.46M","-1.36%"
"04/11/2022","1,766.55","1,814.00","1,814.00","1,762.55","8.25M","-2.65%"
"04/08/2022","1,814.60","1,823.00","1,838.00","1,808.00","5.13M","0.20%"
"04/07/2022","1,811.00","1,821.05","1,828.15","1,807.55","5.80M","-0.98%"
"04/06/2022","1,828.85","1,855.00","1,857.50","1,822.15","5.41M","-1.73%"
"04/05/2022","1,861.10","1,883.80","1,889.60","1,857.15","5.47M","-1.16%"
"04/04/2022","1,882.95","1,889.75","1,893.00","1,873.00","7.36M","-1.08%"
"04/01/2022","1,903.55","1,886.85","1,910.30","1,878.30","6.17M","-0.17%"
"03/31/2022","1,906.85","1,900.00","1,913.00","1,894.20","5.40M","0.15%"
"03/30/2022","1,903.95","1,910.00","1,919.00","1,895.00","7.80M","0.95%"
"03/29/2022","1,886.00","1,873.90","1,889.40","1,860.55","3.92M","0.65%"
"03/28/2022","1,873.90","1,866.00","1,880.90","1,852.65","4.01M","-0.14%"
"03/25/2022","1,876.55","1,892.00","1,894.00","1,858.00","3.44M","-0.54%"
"03/24/2022","1,886.70","1,856.15","1,894.60","1,856.15","3.78M","0.76%"
"03/23/2022","1,872.40","1,897.00","1,900.00","1,857.00","6.19M","-0.79%"
"03/22/2022","1,887.40","1,850.00","1,890.00","1,839.00","5.71M","1.85%"
"03/21/2022","1,853.05","1,861.00","1,886.90","1,841.10","8.36M","-0.08%"
"03/17/2022","1,854.60","1,923.30","1,923.30","1,833.05","17.73M","-1.84%"
"03/16/2022","1,889.40","1,865.00","1,893.95","1,849.00","5.23M","2.72%"
"03/15/2022","1,839.30","1,888.35","1,888.35","1,830.00","7.14M","-2.72%"
"03/14/2022","1,890.70","1,831.55","1,895.00","1,831.55","10.29M","3.77%"
"03/11/2022","1,822.00","1,814.00","1,831.40","1,811.00","4.76M","-0.21%"
"03/10/2022","1,825.90","1,844.75","1,844.75","1,810.20","6.55M","0.69%"
"03/09/2022","1,813.35","1,791.00","1,831.60","1,791.00","10.19M","1.98%"
"03/08/2022","1,778.20","1,718.45","1,800.00","1,718.45","10.98M","2.20%"
"03/07/2022","1,739.85","1,697.00","1,751.00","1,696.00","9.74M","0.96%"
"03/04/2022","1,723.30","1,695.25","1,736.00","1,681.00","9.07M","0.14%"
"03/03/2022","1,720.85","1,720.20","1,733.90","1,705.55","7.34M","1.06%"
"03/02/2022","1,702.80","1,710.00","1,714.40","1,691.00","6.77M","-0.75%"
"02/28/2022","1,715.60","1,682.20","1,728.05","1,665.00","15.08M","1.24%"
"02/25/2022","1,694.60","1,715.00","1,728.15","1,677.00","9.74M","0.98%"
"02/24/2022","1,678.15","1,690.10","1,714.95","1,670.50","13.59M","-3.71%"
"02/23/2022","1,742.85","1,750.00","1,758.25","1,733.40","5.48M","0.49%"
"02/22/2022","1,734.35","1,699.90","1,751.00","1,691.05","8.88M","0.21%"
"02/21/2022","1,730.70","1,701.00","1,737.30","1,691.50","5.12M","1.39%"
"02/18/2022","1,706.95","1,710.00","1,722.50","1,703.50","5.60M","-1.03%"
"02/17/2022","1,724.80","1,744.00","1,749.00","1,720.30","3.94M","-0.49%"
"02/16/2022","1,733.30","1,738.25","1,755.45","1,726.85","5.35M","-0.28%"
"02/15/2022","1,738.25","1,699.00","1,746.75","1,690.45","4.67M","3.33%"
"02/14/2022","1,682.20","1,690.00","1,718.55","1,678.25","7.46M","-2.27%"
"02/11/2022","1,721.35","1,740.00","1,745.95","1,713.00","7.55M","-2.73%"
"02/10/2022","1,769.60","1,755.65","1,773.90","1,748.75","4.33M","1.86%"
"02/09/2022","1,737.30","1,735.00","1,743.00","1,725.00","3.87M","1.16%"
"02/08/2022","1,717.30","1,710.00","1,725.00","1,696.00","6.05M","0.13%"
"02/07/2022","1,715.00","1,722.20","1,732.00","1,695.40","4.31M","-1.50%"
"02/04/2022","1,741.10","1,732.00","1,753.95","1,710.15","4.70M","0.15%"
"02/03/2022","1,738.55","1,779.00","1,779.00","1,734.00","3.83M","-2.72%"
"02/02/2022","1,787.10","1,789.00","1,792.80","1,772.00","4.25M","0.85%"
"02/01/2022","1,772.05","1,766.10","1,780.00","1,734.70","5.12M","2.06%"
"01/31/2022","1,736.20","1,718.00","1,749.50","1,715.35","8.79M","2.97%"
"01/28/2022","1,686.20","1,681.00","1,727.55","1,679.50","11.00M","0.45%"
"01/27/2022","1,678.60","1,702.00","1,709.70","1,665.00","11.23M","-2.53%"
"01/25/2022","1,722.15","1,726.60","1,740.00","1,700.50","9.14M","-0.84%"
"01/24/2022","1,736.80","1,765.00","1,768.65","1,728.00","7.12M","-2.74%"
"01/21/2022","1,785.70","1,795.00","1,808.00","1,776.00","8.25M","-2.08%"
"01/20/2022","1,823.70","1,844.00","1,848.00","1,815.50","5.53M","-2.32%"
"01/19/2022","1,867.05","1,916.00","1,916.00","1,862.85","5.75M","-2.80%"
"01/18/2022","1,920.75","1,922.10","1,945.00","1,911.45","3.69M","-0.97%"
"01/17/2022","1,939.50","1,938.55","1,953.90","1,930.50","5.26M","0.53%"
"01/14/2022","1,929.35","1,882.00","1,933.00","1,881.00","7.69M","1.72%"
"01/13/2022","1,896.80","1,905.00","1,912.50","1,866.35","14.28M","1.03%"
"01/12/2022","1,877.45","1,868.90","1,889.00","1,860.00","5.36M","1.18%"
"01/11/2022","1,855.60","1,855.00","1,870.00","1,850.15","5.14M","0.26%"
"01/10/2022","1,850.75","1,815.00","1,869.90","1,813.00","7.86M","2.01%"
"01/07/2022","1,814.30","1,815.45","1,836.00","1,806.80","4.83M","-0.19%"
"01/06/2022","1,817.80","1,828.00","1,828.00","1,800.00","6.45M","-1.46%"
"01/05/2022","1,844.65","1,900.00","1,902.90","1,840.00","7.00M","-2.87%"
"01/04/2022","1,899.15","1,898.45","1,906.65","1,878.00","3.92M","0.04%"
"01/03/2022","1,898.45","1,887.75","1,914.05","1,887.75","3.33M","0.57%"
"12/31/2021","1,887.75","1,890.00","1,898.35","1,871.65","4.62M","-0.27%"
"12/30/2021","1,892.85","1,884.50","1,909.80","1,874.35","4.58M","0.39%"
"12/29/2021","1,885.55","1,883.50","1,893.80","1,876.40","3.24M","-0.13%"
"12/28/2021","1,888.00","1,880.70","1,895.90","1,878.40","3.34M","1.17%"
"12/27/2021","1,866.15","1,860.00","1,874.50","1,845.05","2.65M","0.14%"
"12/24/2021","1,863.50","1,872.95","1,875.75","1,854.00","3.78M","0.32%"
"12/23/2021","1,857.60","1,831.25","1,861.60","1,827.00","4.11M","1.80%"
"12/22/2021","1,824.70","1,825.00","1,829.15","1,812.35","4.16M","0.72%"
"12/21/2021","1,811.60","1,801.00","1,838.00","1,801.00","5.35M","0.71%"
"12/20/2021","1,798.90","1,801.70","1,829.65","1,787.30","5.77M","-1.21%"
"12/17/2021","1,820.85","1,820.00","1,842.00","1,806.75","18.89M","2.78%"
"12/16/2021","1,771.60","1,762.65","1,777.60","1,758.00","4.48M","2.16%"
"12/15/2021","1,734.20","1,745.00","1,747.95","1,721.20","3.05M","-1.02%"
"12/14/2021","1,752.15","1,730.90","1,763.00","1,710.35","4.77M","0.43%"
"12/13/2021","1,744.65","1,767.05","1,771.35","1,738.80","4.04M","-0.83%"
"12/10/2021","1,759.25","1,760.00","1,763.75","1,746.00","1.82M","-0.24%"
"12/09/2021","1,763.45","1,759.00","1,769.40","1,742.00","2.08M","0.58%"
"12/08/2021","1,753.35","1,733.00","1,759.80","1,732.60","3.03M","2.44%"
"12/07/2021","1,711.65","1,701.10","1,724.90","1,694.00","4.20M","0.96%"
"12/06/2021","1,695.30","1,730.00","1,733.95","1,691.50","3.99M","-2.32%"
"12/03/2021","1,735.55","1,771.10","1,786.65","1,732.55","6.75M","-0.73%"
"12/02/2021","1,748.25","1,715.00","1,750.50","1,711.35","5.56M","1.94%"
"12/01/2021","1,714.90","1,715.00","1,741.90","1,713.00","5.19M","0.13%"
"11/30/2021","1,712.65","1,704.55","1,729.90","1,700.05","14.81M","0.96%"
"11/29/2021","1,696.35","1,691.00","1,712.00","1,669.15","3.94M","0.28%"
"11/26/2021","1,691.65","1,702.55","1,718.35","1,684.00","4.49M","-1.79%"
"11/25/2021","1,722.40","1,700.00","1,726.20","1,696.95","4.48M","1.56%"
"11/24/2021","1,696.00","1,740.00","1,740.50","1,688.00","7.33M","-2.35%"
"11/23/2021","1,736.90","1,735.10","1,747.25","1,710.00","8.44M","-1.28%"
"11/22/2021","1,759.40","1,784.00","1,785.40","1,751.15","6.62M","-1.12%"
"11/18/2021","1,779.40","1,781.60","1,789.45","1,759.00","4.33M","-0.45%"
"11/17/2021","1,787.45","1,792.55","1,802.00","1,780.70","4.73M","-0.27%"
"11/16/2021","1,792.30","1,790.00","1,808.95","1,777.00","6.03M","0.29%"
"11/15/2021","1,787.15","1,782.10","1,800.00","1,775.50","4.35M","0.39%"
"11/12/2021","1,780.20","1,743.00","1,782.85","1,738.05","5.07M","2.71%"
"11/11/2021","1,733.30","1,732.95","1,739.75","1,709.00","4.73M","-0.39%"
"11/10/2021","1,740.15","1,726.00","1,750.95","1,721.95","4.78M","-0.13%"
"11/09/2021","1,742.50","1,734.75","1,750.00","1,726.00","4.02M","0.29%"
"11/08/2021","1,737.50","1,730.00","1,741.00","1,703.00","5.25M","1.69%"
"11/04/2021","1,708.70","1,715.00","1,717.00","1,705.00","483.41K","0.36%"
"11/03/2021","1,702.50","1,709.00","1,717.45","1,699.00","3.53M","0.27%"
"11/02/2021","1,697.90","1,695.00","1,706.45","1,686.35","3.47M","-0.13%"
"11/01/2021","1,700.05","1,677.50","1,707.20","1,676.00","3.64M","1.94%"
"10/29/2021","1,667.75","1,699.00","1,712.60","1,661.05","5.88M","-2.12%"
"10/28/2021","1,703.90","1,719.35","1,724.75","1,692.05","5.33M","-1.45%"
"10/27/2021","1,728.95","1,709.10","1,734.15","1,701.15","5.09M","1.48%"
"10/26/2021","1,703.70","1,710.05","1,726.60","1,695.90","5.87M","-0.23%"
"10/25/2021","1,707.55","1,722.05","1,729.75","1,687.20","5.91M","-0.71%"
"10/22/2021","1,719.80","1,749.90","1,763.20","1,707.00","7.37M","-1.93%"
"10/21/2021","1,753.65","1,814.00","1,814.00","1,746.85","8.78M","-2.70%"
"10/20/2021","1,802.35","1,829.40","1,848.00","1,794.05","5.88M","-1.09%"
"10/19/2021","1,822.15","1,814.00","1,834.50","1,782.30","10.32M","1.67%"
"10/18/2021","1,792.15","1,740.00","1,799.00","1,740.00","13.44M","4.45%"
"10/14/2021","1,715.75","1,754.00","1,783.60","1,698.20","19.66M","0.38%"
"10/13/2021","1,709.20","1,695.95","1,713.65","1,680.05","7.10M","1.43%"
"10/12/2021","1,685.15","1,677.00","1,689.00","1,662.00","7.44M","-0.34%"
"10/11/2021","1,690.95","1,682.00","1,730.00","1,663.70","8.84M","-1.91%"
"10/08/2021","1,723.85","1,705.25","1,731.50","1,698.40","4.74M","1.94%"
"10/07/2021","1,691.00","1,687.00","1,704.20","1,676.65","5.48M","1.04%"
"10/06/2021","1,673.55","1,702.10","1,709.00","1,670.00","4.27M","-1.14%"
"10/05/2021","1,692.80","1,671.00","1,702.95","1,663.00","4.37M","0.84%"
"10/04/2021","1,678.75","1,672.50","1,688.00","1,665.40","2.95M","0.82%"
"10/01/2021","1,665.15","1,665.10","1,678.95","1,661.25","5.73M","-0.60%"
"09/30/2021","1,675.20","1,703.00","1,703.00","1,670.10","6.91M","-1.01%"
"09/29/2021","1,692.25","1,659.25","1,701.40","1,655.00","7.79M","0.31%"
"09/28/2021","1,687.10","1,710.00","1,710.00","1,675.00","6.56M","-1.98%"
"09/27/2021","1,721.15","1,768.75","1,769.00","1,718.10","5.05M","-2.42%"
