"Date","Price","Open","High","Low","Vol.","Change %"
"03/06/2024","1,617.55","1,602.80","1,620.15","1,576.00","6.42M","0.69%"
"03/05/2024","1,606.50","1,634.00","1,637.35","1,602.00","4.60M","-1.88%"
"03/04/2024","1,637.20","1,657.85","1,664.45","1,633.65","4.45M","-1.15%"
"03/02/2024","1,656.30","1,659.75","1,662.65","1,654.05","292.15K","0.10%"
"03/01/2024","1,654.70","1,669.00","1,671.95","1,651.00","6.39M","-1.15%"
"02/29/2024","1,673.90","1,665.00","1,682.25","1,653.30","7.81M","0.16%"
"02/28/2024","1,671.25","1,670.00","1,687.80","1,662.05","3.19M","0.46%"
"02/27/2024","1,663.60","1,661.00","1,671.10","1,652.80","5.16M","0.21%"
"02/26/2024","1,660.15","1,674.95","1,674.95","1,645.00","2.78M","-1.00%"
"02/23/2024","1,676.85","1,697.00","1,698.45","1,671.90","5.37M","-0.27%"
"02/22/2024","1,681.35","1,665.00","1,684.60","1,644.40","5.84M","1.56%"
"02/21/2024","1,655.55","1,674.00","1,674.00","1,645.30","4.30M","-1.76%"
"02/20/2024","1,685.25","1,685.00","1,694.25","1,668.75","3.71M","-0.85%"
"02/19/2024","1,699.75","1,705.00","1,711.50","1,687.70","3.69M","-0.11%"
"02/16/2024","1,701.65","1,689.00","1,709.00","1,687.95","4.88M","1.51%"
"02/15/2024","1,676.35","1,677.00","1,687.75","1,661.60","4.83M","0.61%"
"02/14/2024","1,666.20","1,660.20","1,669.45","1,635.50","3.77M","-1.09%"
"02/13/2024","1,684.55","1,683.00","1,689.10","1,663.50","2.70M","0.26%"
"02/12/2024","1,680.10","1,670.35","1,692.95","1,670.35","3.56M","0.64%"
"02/09/2024","1,669.35","1,684.70","1,692.90","1,659.80","4.60M","-1.34%"
"02/08/2024","1,692.10","1,698.00","1,706.35","1,682.80","5.92M","-0.10%"
"02/07/2024","1,693.75","1,729.00","1,729.00","1,686.85","4.61M","-2.06%"
"02/06/2024","1,729.45","1,686.75","1,733.00","1,673.95","7.69M","2.50%"
"02/05/2024","1,687.20","1,694.75","1,700.75","1,681.85","3.63M","-0.36%"
"02/02/2024","1,693.35","1,666.05","1,718.50","1,665.00","7.86M","2.19%"
"02/01/2024","1,657.05","1,659.55","1,677.00","1,650.35","5.76M","-0.23%"
"01/31/2024","1,660.90","1,648.25","1,667.25","1,638.10","6.76M","0.57%"
"01/30/2024","1,651.45","1,662.45","1,690.00","1,648.25","5.00M","-0.31%"
