"Date","Price","Open","High","Low","Vol.","Change %"
"12/03/2021","3,640.45","3,646.45","3,665.95","3,630.85","2.49M","-0.07%"
"12/02/2021","3,642.90","3,589.20","3,648.00","3,574.10","3.15M","1.82%"
"12/01/2021","3,577.80","3,535.00","3,590.00","3,535.00","2.10M","1.38%"
"11/30/2021","3,529.15","3,491.00","3,563.75","3,491.00","5.59M","0.78%"
"11/29/2021","3,502.00","3,447.15","3,529.35","3,406.45","2.98M","1.60%"
"11/26/2021","3,446.85","3,425.00","3,490.00","3,411.90","1.94M","0.03%"
"11/25/2021","3,445.90","3,443.90","3,463.00","3,434.05","1.85M","0.08%"
"11/24/2021","3,443.30","3,472.20","3,493.05","3,424.00","2.16M","-0.60%"
"11/23/2021","3,464.25","3,445.00","3,480.95","3,407.80","2.15M","0.17%"
"11/22/2021","3,458.40","3,478.40","3,515.95","3,440.30","3.17M","-0.50%"
"11/18/2021","3,475.70","3,515.15","3,520.85","3,451.60","2.14M","-1.31%"
"11/17/2021","3,521.90","3,550.60","3,562.85","3,506.40","1.63M","-0.97%"
"11/16/2021","3,556.40","3,569.00","3,575.55","3,542.00","2.01M","0.09%"
"11/15/2021","3,553.30","3,528.00","3,569.60","3,528.00","1.81M","0.77%"
"11/12/2021","3,526.05","3,506.00","3,534.15","3,485.70","1.75M","1.09%"
"11/11/2021","3,488.20","3,480.00","3,510.05","3,436.00","1.28M","0.11%"
"11/10/2021","3,484.30","3,498.00","3,519.70","3,480.20","1.52M","-0.61%"
"11/09/2021","3,505.70","3,508.00","3,535.00","3,496.00","1.78M","0.08%"
"11/08/2021","3,502.75","3,548.00","3,548.00","3,481.20","2.53M","-0.17%"
"11/04/2021","3,508.65","3,512.95","3,513.25","3,505.00","328.99K","0.47%"
"11/03/2021","3,492.25","3,504.20","3,519.90","3,466.05","1.54M","0.23%"
"11/02/2021","3,484.20","3,494.00","3,513.60","3,469.75","3.09M","0.22%"
"11/01/2021","3,476.40","3,437.95","3,487.00","3,412.95","2.02M","2.31%"
"10/29/2021","3,397.75","3,400.05","3,461.00","3,385.95","3.96M","-0.70%"
"10/28/2021","3,421.65","3,518.00","3,518.00","3,415.00","2.42M","-1.95%"
"10/27/2021","3,489.75","3,483.00","3,511.25","3,483.00","2.51M","0.21%"
"10/26/2021","3,482.60","3,494.50","3,529.00","3,475.00","3.88M","-0.30%"
"10/25/2021","3,492.95","3,503.00","3,514.55","3,450.00","2.60M","-0.17%"
"10/22/2021","3,498.85","3,560.00","3,561.60","3,485.00","2.69M","-0.95%"
"10/21/2021","3,532.50","3,604.10","3,607.45","3,511.25","4.87M","-2.12%"
"10/20/2021","3,608.85","3,612.00","3,630.00","3,578.30","2.93M","-0.70%"
"10/19/2021","3,634.15","3,669.00","3,690.10","3,625.20","3.14M","-0.36%"
"10/18/2021","3,647.15","3,603.45","3,652.70","3,601.45","3.59M","0.99%"
"10/14/2021","3,611.45","3,625.00","3,670.00","3,608.20","6.44M","-1.20%"
"10/13/2021","3,655.20","3,650.00","3,675.45","3,645.00","3.55M","0.06%"
"10/12/2021","3,652.85","3,706.00","3,707.00","3,630.60","5.75M","-0.89%"
"10/11/2021","3,685.60","3,755.00","3,757.50","3,660.00","11.85M","-6.35%"
"10/08/2021","3,935.65","3,925.00","3,989.90","3,900.00","2.93M","1.10%"
"10/07/2021","3,892.90","3,830.00","3,899.00","3,820.05","1.65M","2.15%"
"10/06/2021","3,810.90","3,836.00","3,857.45","3,795.00","1.68M","-0.58%"
"10/05/2021","3,833.30","3,754.00","3,840.00","3,741.60","1.88M","1.59%"
"10/04/2021","3,773.30","3,724.80","3,783.65","3,707.45","1.36M","1.16%"
"10/01/2021","3,730.20","3,781.75","3,810.00","3,725.00","1.58M","-1.20%"
"09/30/2021","3,775.55","3,805.00","3,805.00","3,750.10","2.25M","-0.43%"
"09/29/2021","3,791.90","3,759.80","3,806.00","3,722.15","2.49M","0.34%"
"09/28/2021","3,779.15","3,850.00","3,850.00","3,751.25","2.25M","-1.51%"
"09/27/2021","3,836.95","3,900.00","3,904.00","3,802.90","1.67M","-0.89%"
"09/24/2021","3,871.30","3,890.00","3,944.40","3,855.00","2.32M","0.05%"
"09/23/2021","3,869.25","3,870.00","3,879.00","3,835.00","2.00M","0.18%"
"09/22/2021","3,862.15","3,862.50","3,896.85","3,852.45","1.74M","-0.02%"
"09/21/2021","3,862.95","3,858.00","3,871.55","3,821.65","1.57M","1.03%"
"09/20/2021","3,823.50","3,809.00","3,871.00","3,807.85","2.00M","-0.11%"
"09/17/2021","3,827.85","3,920.00","3,945.00","3,805.00","6.48M","-1.93%"
"09/16/2021","3,903.30","3,930.00","3,981.75","3,892.10","2.95M","-1.30%"
"09/15/2021","3,954.55","3,882.10","3,980.00","3,866.00","2.46M","1.77%"
"09/14/2021","3,885.90","3,849.95","3,896.50","3,825.00","1.99M","1.05%"
"09/13/2021","3,845.35","3,767.00","3,852.40","3,767.00","1.69M","1.42%"
"09/09/2021","3,791.40","3,789.70","3,808.70","3,765.00","1.44M","0.46%"
"09/08/2021","3,774.15","3,810.00","3,815.00","3,756.00","4.15M","-1.09%"
"09/07/2021","3,815.90","3,864.00","3,869.95","3,808.25","1.59M","-0.94%"
"09/06/2021","3,852.00","3,849.70","3,877.60","3,814.00","1.72M","0.26%"
"09/03/2021","3,842.05","3,825.00","3,856.90","3,804.55","1.75M","0.14%"
"09/02/2021","3,836.75","3,734.00","3,859.15","3,722.00","3.40M","3.28%"
"09/01/2021","3,714.95","3,796.00","3,816.70","3,707.00","2.64M","-1.89%"
"08/31/2021","3,786.45","3,709.40","3,804.10","3,703.45","3.21M","2.30%"
"08/30/2021","3,701.30","3,715.00","3,740.35","3,687.60","2.03M","-0.51%"
"08/27/2021","3,720.15","3,666.00","3,729.50","3,651.10","3.94M","1.32%"
"08/26/2021","3,671.85","3,660.00","3,687.60","3,647.90","1.90M","0.35%"
"08/25/2021","3,659.00","3,610.00","3,697.75","3,607.05","2.12M","1.27%"
"08/24/2021","3,613.20","3,657.00","3,667.35","3,594.40","2.51M","-0.67%"
"08/23/2021","3,637.40","3,580.00","3,673.00","3,561.90","3.74M","2.19%"
"08/20/2021","3,559.50","3,506.00","3,575.00","3,500.00","2.84M","-0.03%"
"08/18/2021","3,560.55","3,573.85","3,595.00","3,536.60","2.63M","0.21%"
"08/17/2021","3,553.05","3,482.10","3,560.80","3,463.00","4.34M","2.31%"
"08/16/2021","3,472.95","3,460.00","3,494.35","3,436.50","2.08M","0.28%"
"08/13/2021","3,463.40","3,360.75","3,480.00","3,357.50","4.36M","3.33%"
"08/12/2021","3,351.75","3,326.00","3,368.00","3,326.00","1.31M","0.23%"
"08/11/2021","3,344.20","3,350.00","3,360.00","3,327.10","1.93M","0.31%"
"08/10/2021","3,333.90","3,315.60","3,349.90","3,315.60","2.04M","0.34%"
"08/09/2021","3,322.70","3,323.90","3,337.00","3,310.00","1.51M","0.39%"
"08/06/2021","3,309.80","3,272.55","3,324.00","3,265.00","2.29M","0.79%"
"08/05/2021","3,283.95","3,275.00","3,315.00","3,262.50","2.53M","0.31%"
"08/04/2021","3,273.95","3,300.00","3,305.20","3,261.20","2.93M","-0.33%"
"08/03/2021","3,284.90","3,229.00","3,290.00","3,218.95","3.80M","2.03%"
"08/02/2021","3,219.40","3,180.00","3,224.90","3,167.00","2.61M","1.64%"
"07/30/2021","3,167.45","3,219.00","3,223.50","3,162.35","3.00M","-0.89%"
"07/29/2021","3,195.80","3,200.25","3,225.45","3,190.30","1.73M","-0.06%"
"07/28/2021","3,197.80","3,188.00","3,204.45","3,132.40","1.66M","0.47%"
"07/27/2021","3,182.95","3,200.00","3,210.00","3,161.15","1.12M","-0.46%"
"07/26/2021","3,197.55","3,200.00","3,224.25","3,190.85","1.26M","-0.48%"
"07/23/2021","3,212.85","3,230.00","3,241.55","3,206.65","1.78M","-0.11%"
"07/22/2021","3,216.35","3,190.00","3,224.95","3,190.00","2.86M","0.33%"
"07/20/2021","3,205.80","3,184.60","3,215.00","3,156.15","1.81M","0.67%"
"07/19/2021","3,184.60","3,180.00","3,199.80","3,176.00","1.60M","-0.32%"
"07/16/2021","3,194.80","3,213.00","3,219.85","3,192.00","1.26M","-0.25%"
"07/15/2021","3,202.95","3,227.60","3,231.85","3,194.00","2.23M","-0.36%"
"07/14/2021","3,214.55","3,187.00","3,222.00","3,185.00","2.04M","0.85%"
"07/13/2021","3,187.55","3,214.00","3,214.00","3,175.00","1.81M","-0.17%"
"07/12/2021","3,193.10","3,235.00","3,236.00","3,188.35","1.89M","-0.47%"
"07/09/2021","3,208.15","3,250.00","3,282.00","3,201.00","6.37M","-1.55%"
"07/08/2021","3,258.50","3,298.00","3,298.00","3,231.90","2.49M","-0.50%"
"07/07/2021","3,274.95","3,275.00","3,282.70","3,241.60","2.64M","0.39%"
"07/06/2021","3,262.30","3,313.00","3,328.00","3,256.10","2.16M","-1.77%"
"07/05/2021","3,321.00","3,342.00","3,374.00","3,302.00","1.97M","-0.13%"
"07/02/2021","3,325.45","3,331.00","3,339.70","3,295.20","1.68M","-0.48%"
"07/01/2021","3,341.50","3,358.00","3,362.00","3,332.35","990.31K","-0.13%"
"06/30/2021","3,345.75","3,346.00","3,382.00","3,338.50","1.69M","0.15%"
"06/29/2021","3,340.85","3,342.00","3,366.30","3,326.50","1.50M","0.12%"
"06/28/2021","3,336.75","3,391.50","3,391.50","3,333.00","1.36M","-1.30%"
"06/25/2021","3,380.80","3,375.25","3,399.65","3,350.00","2.72M","0.21%"
"06/24/2021","3,373.60","3,284.00","3,383.00","3,278.50","4.16M","3.44%"
"06/23/2021","3,261.40","3,329.00","3,329.00","3,256.40","1.47M","-1.21%"
"06/22/2021","3,301.20","3,304.00","3,327.05","3,285.00","1.71M","0.86%"
"06/21/2021","3,273.10","3,265.00","3,286.00","3,251.70","1.13M","-0.73%"
"06/18/2021","3,297.30","3,350.90","3,358.00","3,275.00","3.38M","-0.62%"
"06/17/2021","3,317.75","3,265.50","3,336.05","3,260.00","2.27M","1.33%"
"06/16/2021","3,274.35","3,262.10","3,294.70","3,253.00","1.64M","0.36%"
"06/15/2021","3,262.75","3,298.00","3,298.00","3,251.55","1.30M","-0.42%"
"06/14/2021","3,276.35","3,279.00","3,308.70","3,270.35","1.85M","0.08%"
"06/11/2021","3,273.80","3,211.55","3,309.00","3,211.00","3.45M","1.77%"
"06/10/2021","3,216.80","3,210.00","3,224.00","3,193.00","1.87M","0.52%"
"06/09/2021","3,200.25","3,202.00","3,220.00","3,186.20","1.71M","0.00%"
"06/08/2021","3,200.15","3,198.00","3,231.00","3,187.20","2.57M","0.53%"
"06/07/2021","3,183.20","3,145.00","3,190.45","3,133.60","2.56M","1.25%"
"06/04/2021","3,143.75","3,128.00","3,156.85","3,125.00","1.84M","0.08%"
"06/03/2021","3,141.25","3,154.55","3,154.55","3,122.65","1.28M","0.38%"
"06/02/2021","3,129.45","3,150.85","3,159.45","3,115.00","2.24M","-0.75%"
"06/01/2021","3,153.00","3,168.60","3,169.95","3,132.00","1.38M","-0.19%"
"05/31/2021","3,159.15","3,150.00","3,170.35","3,128.60","1.65M","0.49%"
"05/28/2021","3,143.60","3,189.50","3,198.00","3,135.65","1.76M","-1.14%"
"05/27/2021","3,180.00","3,161.95","3,217.75","3,161.80","5.96M","0.68%"
"05/26/2021","3,158.50","3,120.00","3,165.00","3,103.80","1.92M","1.43%"
"05/25/2021","3,114.00","3,092.00","3,128.25","3,082.10","1.84M","1.05%"
"05/24/2021","3,081.50","3,081.50","3,105.00","3,072.00","1.65M","0.03%"
"05/21/2021","3,080.50","3,061.00","3,088.20","3,055.10","1.69M","0.67%"
"05/20/2021","3,060.00","3,067.10","3,088.80","3,052.10","2.33M","-0.71%"
"05/19/2021","3,082.00","3,084.00","3,118.00","3,067.10","1.99M","-0.22%"
"05/18/2021","3,088.80","3,100.00","3,124.00","3,078.00","2.10M","0.62%"
"05/17/2021","3,069.75","3,055.00","3,075.20","3,036.00","2.89M","0.60%"
"05/14/2021","3,051.50","3,098.50","3,098.50","3,040.00","2.04M","-1.17%"
"05/12/2021","3,087.60","3,120.00","3,120.00","3,070.60","1.98M","-1.12%"
"05/11/2021","3,122.60","3,125.00","3,128.10","3,091.15","2.42M","-0.73%"
"05/10/2021","3,145.50","3,145.95","3,164.20","3,125.00","2.14M","0.40%"
"05/07/2021","3,132.90","3,133.00","3,159.85","3,111.80","1.91M","0.69%"
"05/06/2021","3,111.45","3,105.50","3,134.00","3,074.00","1.79M","0.51%"
"05/05/2021","3,095.70","3,070.00","3,099.40","3,052.40","1.94M","1.51%"
"05/04/2021","3,049.75","3,062.80","3,090.00","3,035.00","1.99M","0.42%"
"05/03/2021","3,037.00","3,024.90","3,055.00","3,004.00","1.55M","0.04%"
"04/30/2021","3,035.65","3,099.00","3,132.05","3,020.00","3.07M","-2.56%"
"04/29/2021","3,115.25","3,145.60","3,157.35","3,105.50","1.62M","-0.28%"
"04/28/2021","3,124.10","3,149.95","3,151.00","3,112.00","1.64M","-0.25%"
"04/27/2021","3,132.00","3,106.00","3,136.10","3,103.00","1.47M","1.01%"
"04/26/2021","3,100.80","3,102.05","3,153.00","3,088.05","2.49M","-0.28%"
"04/23/2021","3,109.50","3,105.00","3,119.00","3,091.05","1.62M","-0.30%"
"04/22/2021","3,118.80","3,148.00","3,148.00","3,105.25","1.99M","-0.82%"
"04/20/2021","3,144.55","3,225.00","3,225.35","3,126.35","3.14M","-0.55%"
"04/19/2021","3,161.80","3,169.00","3,189.00","3,135.10","2.68M","-1.04%"
"04/16/2021","3,195.15","3,229.00","3,247.00","3,182.60","3.22M","-0.74%"
"04/15/2021","3,218.95","3,160.30","3,237.25","3,087.45","6.06M","3.70%"
"04/13/2021","3,104.05","3,214.00","3,214.00","3,073.05","8.65M","-4.39%"
"04/12/2021","3,246.55","3,322.25","3,338.10","3,213.20","3.79M","-2.28%"
"04/09/2021","3,322.25","3,354.00","3,354.35","3,308.00","2.91M","0.15%"
"04/08/2021","3,317.35","3,270.00","3,335.00","3,266.05","2.58M","1.40%"
"04/07/2021","3,271.40","3,259.00","3,277.55","3,234.80","2.49M","0.21%"
"04/06/2021","3,264.70","3,275.00","3,275.00","3,230.00","2.29M","0.80%"
"04/05/2021","3,238.90","3,171.00","3,263.00","3,151.00","5.32M","2.33%"
"04/01/2021","3,165.00","3,191.10","3,215.00","3,145.00","4.29M","-0.40%"
"03/31/2021","3,177.85","3,155.00","3,205.00","3,132.00","3.53M","0.61%"
"03/30/2021","3,158.55","3,083.00","3,188.45","3,060.90","4.69M","2.99%"
"03/26/2021","3,066.80","3,090.65","3,118.00","3,043.05","3.70M","0.06%"
"03/25/2021","3,064.85","3,112.20","3,130.85","3,050.00","3.18M","-1.80%"
"03/24/2021","3,121.10","3,111.20","3,152.30","3,111.15","2.21M","-0.68%"
"03/23/2021","3,142.60","3,140.00","3,169.00","3,122.85","3.31M","0.41%"
"03/22/2021","3,129.65","3,048.70","3,139.45","3,018.65","2.82M","2.60%"
"03/19/2021","3,050.20","3,030.00","3,099.00","3,005.00","5.78M","0.45%"
"03/18/2021","3,036.50","3,125.95","3,146.45","2,987.05","3.66M","-2.46%"
"03/17/2021","3,112.95","3,105.00","3,155.00","3,085.30","3.84M","0.09%"
"03/16/2021","3,110.05","3,060.00","3,141.00","3,060.00","4.89M","1.43%"
"03/15/2021","3,066.15","3,041.00","3,099.00","3,041.00","3.10M","0.27%"
"03/12/2021","3,057.95","3,075.00","3,117.00","3,041.35","2.94M","-0.42%"
"03/10/2021","3,070.95","3,075.00","3,093.20","3,060.00","3.05M","0.66%"
"03/09/2021","3,050.95","3,006.95","3,066.90","2,992.10","1.94M","1.46%"
"03/08/2021","3,006.95","3,016.00","3,033.00","2,996.00","2.00M","-0.04%"
"03/05/2021","3,008.05","3,016.10","3,063.20","2,996.60","3.20M","-1.37%"
"03/04/2021","3,049.70","3,023.00","3,081.45","3,016.05","3.92M","-0.31%"
"03/03/2021","3,059.10","3,035.00","3,064.00","2,996.90","3.51M","1.75%"
"03/02/2021","3,006.35","2,960.00","3,025.00","2,948.00","3.31M","2.81%"
"03/01/2021","2,924.20","2,926.00","2,965.00","2,901.80","3.27M","1.03%"
"02/26/2021","2,894.30","2,960.00","2,972.35","2,880.00","5.55M","-3.37%"
"02/25/2021","2,995.30","2,974.00","3,029.90","2,968.45","4.22M","1.60%"
"02/24/2021","2,948.10","2,972.00","3,003.35","2,921.15","3.77M","-1.08%"
"02/23/2021","2,980.20","2,970.00","3,028.00","2,968.00","3.83M","0.74%"
"02/22/2021","2,958.45","3,096.00","3,096.00","2,943.15","5.37M","-3.69%"
"02/19/2021","3,071.85","3,058.00","3,087.15","3,016.15","3.73M","0.47%"
"02/18/2021","3,057.35","3,065.00","3,097.90","3,031.00","4.19M","-0.51%"
"02/17/2021","3,073.10","3,105.10","3,132.85","3,045.55","3.68M","-1.15%"
"02/16/2021","3,108.80","3,150.00","3,167.65","3,100.00","3.44M","-0.99%"
"02/15/2021","3,139.85","3,209.00","3,209.00","3,131.55","2.63M","-1.60%"
"02/12/2021","3,190.80","3,184.20","3,245.50","3,182.00","2.78M","-0.47%"
"02/11/2021","3,206.00","3,215.00","3,219.30","3,185.05","1.17M","-0.23%"
"02/10/2021","3,213.30","3,185.00","3,219.40","3,157.30","2.13M","1.15%"
"02/09/2021","3,176.90","3,195.00","3,245.80","3,164.00","2.66M","-1.16%"
"02/08/2021","3,214.10","3,189.50","3,226.00","3,155.15","2.53M","1.78%"
"02/05/2021","3,157.95","3,198.95","3,205.85","3,129.00","2.37M","-0.96%"
"02/04/2021","3,188.45","3,216.05","3,237.85","3,176.00","2.06M","-0.36%"
"02/03/2021","3,200.05","3,213.00","3,236.00","3,162.65","2.51M","-0.11%"
"02/02/2021","3,203.45","3,174.00","3,224.00","3,150.00","2.88M","2.04%"
"02/01/2021","3,139.35","3,100.00","3,165.00","3,044.10","3.99M","0.90%"
"01/29/2021","3,111.35","3,210.05","3,216.85","3,100.00","5.45M","-2.67%"
"01/28/2021","3,196.55","3,230.00","3,275.00","3,183.80","3.08M","-1.98%"
"01/27/2021","3,261.05","3,300.00","3,306.45","3,227.00","2.79M","-0.92%"
"01/25/2021","3,291.30","3,308.95","3,339.80","3,278.65","2.27M","-0.36%"
"01/22/2021","3,303.10","3,241.90","3,325.00","3,241.90","3.05M","0.89%"
"01/21/2021","3,273.85","3,305.00","3,309.15","3,262.10","2.78M","-1.06%"
"01/20/2021","3,308.80","3,270.00","3,327.95","3,267.10","3.45M","1.48%"
"01/19/2021","3,260.70","3,233.00","3,279.00","3,232.00","2.98M","1.21%"
"01/18/2021","3,221.75","3,250.00","3,256.75","3,187.40","4.16M","-0.36%"
"01/15/2021","3,233.35","3,235.00","3,274.00","3,210.00","4.13M","-0.53%"
"01/14/2021","3,250.70","3,155.00","3,266.50","3,120.40","6.93M","2.90%"
"01/13/2021","3,158.95","3,175.00","3,177.00","3,126.25","3.57M","-0.50%"
"01/12/2021","3,174.85","3,176.45","3,210.00","3,150.00","3.61M","-0.05%"
"01/11/2021","3,176.45","3,230.00","3,230.00","3,146.55","9.51M","1.78%"
"01/08/2021","3,120.90","3,090.00","3,128.00","3,060.00","5.88M","2.90%"
"01/07/2021","3,032.80","3,075.00","3,080.85","3,000.25","3.72M","-0.61%"
"01/06/2021","3,051.50","3,100.00","3,113.50","3,037.20","3.73M","-1.34%"
"01/05/2021","3,093.00","3,039.60","3,114.25","3,039.60","5.80M","1.76%"
"01/04/2021","3,039.45","2,950.00","3,050.75","2,940.95","5.11M","3.80%"
"01/01/2021","2,928.25","2,880.00","2,940.00","2,879.00","2.68M","2.29%"
"12/31/2020","2,862.75","2,900.00","2,905.00","2,845.00","4.04M","-1.60%"
"12/30/2020","2,909.30","2,934.40","2,947.70","2,902.00","2.64M","-0.72%"
"12/29/2020","2,930.50","2,920.00","2,952.00","2,920.00","1.99M","0.04%"
"12/28/2020","2,929.40","2,910.00","2,949.70","2,902.00","2.11M","0.69%"
"12/24/2020","2,909.35","2,909.00","2,921.35","2,883.20","1.81M","0.02%"
"12/23/2020","2,908.75","2,876.05","2,919.00","2,865.45","2.79M","1.26%"
"12/22/2020","2,872.50","2,834.00","2,883.65","2,818.65","2.88M","1.86%"
"12/21/2020","2,820.15","2,861.00","2,886.50","2,785.00","2.71M","-1.43%"
"12/18/2020","2,861.00","2,868.00","2,898.00","2,846.20","6.08M","0.80%"
"12/17/2020","2,838.20","2,811.00","2,853.70","2,805.00","2.86M","0.85%"
"12/16/2020","2,814.20","2,779.00","2,819.80","2,760.45","2.57M","1.91%"
"12/15/2020","2,761.55","2,786.00","2,794.70","2,755.00","2.37M","-1.29%"
"12/14/2020","2,797.70","2,802.00","2,804.00","2,756.25","2.48M","0.51%"
"12/11/2020","2,783.60","2,792.70","2,807.70","2,764.55","1.80M","-0.03%"
"12/10/2020","2,784.30","2,818.00","2,827.30","2,780.25","2.13M","-0.94%"
"12/09/2020","2,810.80","2,815.00","2,840.00","2,793.15","3.66M","0.48%"
"12/08/2020","2,797.30","2,740.00","2,805.55","2,732.45","4.28M","2.18%"
"12/07/2020","2,737.70","2,715.00","2,744.00","2,706.15","2.00M","0.37%"
"12/04/2020","2,727.55","2,710.80","2,738.85","2,699.00","2.69M","0.67%"
"12/03/2020","2,709.45","2,773.90","2,773.90","2,700.80","2.85M","-1.46%"
"12/02/2020","2,749.55","2,719.00","2,754.70","2,702.45","2.51M","0.83%"
"12/01/2020","2,726.80","2,679.00","2,735.90","2,624.45","3.61M","1.76%"
"11/27/2020","2,679.65","2,705.00","2,717.70","2,669.05","6.09M","-1.51%"
"11/26/2020","2,720.60","2,686.00","2,730.95","2,680.00","2.34M","0.71%"
"11/25/2020","2,701.30","2,729.00","2,732.95","2,688.20","3.30M","-0.76%"
"11/24/2020","2,722.05","2,734.40","2,743.00","2,705.00","3.12M","-0.08%"
"11/23/2020","2,724.25","2,690.00","2,730.00","2,665.00","3.71M","2.41%"
"11/20/2020","2,660.25","2,655.00","2,676.00","2,627.55","2.71M","0.89%"
"11/19/2020","2,636.90","2,637.00","2,676.15","2,630.85","4.17M","0.39%"
"11/18/2020","2,626.65","2,661.00","2,664.20","2,607.05","2.89M","-1.48%"
"11/17/2020","2,666.05","2,695.00","2,695.00","2,650.05","2.83M","0.35%"
"11/13/2020","2,656.85","2,655.75","2,664.90","2,636.00","2.55M","-0.53%"
"11/12/2020","2,671.05","2,686.00","2,713.00","2,661.75","2.44M","-0.62%"
"11/11/2020","2,687.80","2,667.95","2,692.80","2,643.40","3.24M","1.44%"
"11/10/2020","2,649.60","2,697.20","2,713.15","2,638.35","4.76M","-2.82%"
"11/09/2020","2,726.60","2,731.10","2,744.00","2,695.10","3.65M","0.71%"
"11/06/2020","2,707.45","2,699.00","2,713.25","2,681.30","3.88M","0.81%"
"11/05/2020","2,685.70","2,685.00","2,710.00","2,667.00","2.82M","1.23%"
"11/04/2020","2,653.15","2,610.00","2,721.85","2,610.00","4.89M","0.74%"
"11/03/2020","2,633.60","2,604.00","2,665.00","2,601.05","2.88M","1.11%"
"11/02/2020","2,604.60","2,660.00","2,664.85","2,600.05","2.57M","-2.26%"
"10/30/2020","2,664.85","2,636.10","2,674.35","2,621.60","3.43M","1.22%"
"10/29/2020","2,632.65","2,608.00","2,655.00","2,600.25","3.11M","0.40%"
"10/28/2020","2,622.20","2,650.00","2,655.95","2,606.00","3.57M","-0.30%"
"10/27/2020","2,630.15","2,699.75","2,718.15","2,624.10","3.54M","-2.16%"
"10/26/2020","2,688.20","2,689.95","2,709.95","2,670.50","2.67M","0.05%"
"10/23/2020","2,686.80","2,687.80","2,702.00","2,670.10","3.50M","0.59%"
"10/22/2020","2,671.15","2,661.00","2,686.65","2,638.10","5.26M","-0.16%"
"10/21/2020","2,675.40","2,739.00","2,749.00","2,663.05","4.57M","-2.32%"
"10/20/2020","2,739.00","2,725.00","2,759.90","2,717.95","3.41M","1.01%"
"10/19/2020","2,711.55","2,774.00","2,774.00","2,706.60","3.33M","-1.87%"
"10/16/2020","2,763.30","2,750.10","2,771.65","2,731.30","5.27M","0.83%"
"10/15/2020","2,740.60","2,811.00","2,827.75","2,727.00","6.63M","-2.46%"
"10/14/2020","2,809.60","2,842.00","2,842.00","2,787.55","4.40M","-0.60%"
"10/13/2020","2,826.55","2,845.00","2,854.90","2,812.20","4.21M","-0.12%"
"10/12/2020","2,830.00","2,815.50","2,854.00","2,800.75","4.62M","0.61%"
"10/09/2020","2,812.95","2,810.00","2,829.85","2,780.00","7.74M","-0.45%"
"10/08/2020","2,825.70","2,800.00","2,885.00","2,800.00","19.84M","3.28%"
"10/07/2020","2,735.95","2,742.00","2,770.00","2,703.00","9.66M","0.80%"
"10/06/2020","2,714.30","2,736.00","2,736.00","2,650.10","9.85M","0.31%"
"10/05/2020","2,705.80","2,620.00","2,728.10","2,603.05","17.41M","7.23%"
"10/01/2020","2,523.45","2,510.00","2,540.00","2,492.30","2.61M","1.25%"
"09/30/2020","2,492.30","2,489.00","2,505.00","2,460.00","3.92M","0.16%"
"09/29/2020","2,488.40","2,434.85","2,511.05","2,426.30","7.00M","2.56%"
"09/28/2020","2,426.30","2,440.00","2,444.00","2,366.00","4.35M","0.17%"
"09/25/2020","2,422.30","2,368.00","2,440.00","2,352.10","8.23M","3.86%"
"09/24/2020","2,332.25","2,450.00","2,450.00","2,302.60","8.43M","-5.48%"
"09/23/2020","2,467.45","2,510.00","2,519.85","2,409.00","7.50M","-2.20%"
"09/22/2020","2,522.95","2,485.00","2,555.00","2,458.00","7.50M","2.34%"
"09/21/2020","2,465.30","2,465.00","2,504.90","2,452.15","4.60M","0.63%"
"09/18/2020","2,449.90","2,485.00","2,500.40","2,436.40","4.18M","-0.45%"
"09/17/2020","2,460.95","2,480.00","2,495.75","2,450.60","4.83M","-1.68%"
"09/16/2020","2,503.00","2,488.95","2,507.60","2,477.30","3.07M","0.47%"
"09/15/2020","2,491.40","2,491.40","2,538.00","2,464.60","7.32M","0.00%"
"09/14/2020","2,491.40","2,384.10","2,505.75","2,381.85","7.51M","4.94%"
"09/11/2020","2,374.10","2,330.95","2,383.00","2,330.15","4.15M","1.84%"
"09/10/2020","2,331.15","2,335.00","2,348.50","2,324.30","2.31M","0.15%"
"09/09/2020","2,327.65","2,325.00","2,359.00","2,320.00","3.87M","-0.88%"
"09/08/2020","2,348.20","2,335.95","2,390.45","2,327.05","7.45M","0.91%"
"09/07/2020","2,327.05","2,289.00","2,343.50","2,283.35","4.62M","1.67%"
"09/04/2020","2,288.80","2,275.00","2,324.25","2,262.95","5.23M","-0.47%"
"09/03/2020","2,299.50","2,268.00","2,324.00","2,268.00","4.65M","1.52%"
"09/02/2020","2,265.15","2,247.00","2,268.75","2,241.65","2.08M","0.84%"
"09/01/2020","2,246.35","2,269.00","2,278.00","2,241.30","3.61M","-0.48%"
"08/31/2020","2,257.25","2,240.00","2,276.20","2,228.00","6.02M","0.84%"
"08/28/2020","2,238.55","2,268.40","2,279.95","2,235.10","2.94M","-0.44%"
"08/27/2020","2,248.40","2,266.00","2,287.35","2,241.75","3.58M","-0.23%"
"08/26/2020","2,253.50","2,242.00","2,259.90","2,216.45","2.62M","0.48%"
"08/25/2020","2,242.65","2,245.00","2,250.00","2,233.55","1.66M","-0.24%"
"08/24/2020","2,248.10","2,250.60","2,259.95","2,230.00","2.17M","-0.02%"
"08/21/2020","2,248.60","2,260.00","2,271.00","2,241.05","1.98M","-0.19%"
"08/20/2020","2,252.85","2,257.00","2,276.55","2,240.05","2.90M","-0.17%"
"08/19/2020","2,256.60","2,276.35","2,284.60","2,252.50","2.84M","-0.58%"
