"Date","Price","Open","High","Low","Vol.","Change %"
"02/09/2024","4,133.70","4,136.55","4,184.75","4,100.00","2.10M","-0.01%"
"02/08/2024","4,134.10","4,090.00","4,158.00","4,086.05","2.35M","1.24%"
"02/07/2024","4,083.40","4,153.00","4,155.00","4,073.95","2.12M","-1.27%"
"02/06/2024","4,136.00","3,997.00","4,149.90","3,990.00","4.47M","4.09%"
"02/05/2024","3,973.30","3,983.00","4,022.00","3,962.10","1.69M","0.18%"
"02/02/2024","3,966.30","3,875.05","3,984.40","3,872.00","2.83M","2.91%"
"02/01/2024","3,854.15","3,820.00","3,904.90","3,805.05","2.36M","1.00%"
"01/31/2024","3,815.95","3,811.20","3,834.00","3,796.45","2.46M","0.41%"
"01/30/2024","3,800.55","3,807.45","3,847.80","3,787.00","1.41M","-0.01%"
"01/29/2024","3,801.00","3,800.80","3,820.00","3,780.85","1.65M","-0.24%"
"01/25/2024","3,810.30","3,839.90","3,861.00","3,778.70","2.21M","-0.82%"
"01/24/2024","3,841.80","3,880.00","3,883.65","3,805.60","2.66M","-0.43%"
"01/23/2024","3,858.25","3,900.00","3,933.90","3,842.75","2.62M","-0.06%"
"01/20/2024","3,860.65","3,948.00","3,955.65","3,855.55","516.48K","-2.09%"
"01/19/2024","3,943.05","3,945.00","3,963.55","3,915.05","2.94M","1.50%"
"01/18/2024","3,884.60","3,880.02","3,890.77","3,844.19","2.24M","0.46%"
"01/17/2024","3,866.68","3,801.39","3,891.92","3,794.97","3.46M","0.60%"
"01/16/2024","3,843.49","3,881.02","3,881.02","3,837.77","1.43M","-1.09%"
"01/15/2024","3,885.80","3,941.74","3,946.71","3,867.08","2.80M","0.54%"
"01/12/2024","3,864.89","3,830.25","3,887.24","3,803.98","6.81M","3.94%"
"01/11/2024","3,718.32","3,706.82","3,755.60","3,689.90","1.78M","0.61%"
"01/10/2024","3,695.93","3,672.98","3,712.05","3,670.99","1.29M","0.16%"
"01/09/2024","3,689.90","3,709.95","3,752.35","3,682.75","1.37M","0.32%"
"01/08/2024","3,678.30","3,737.90","3,739.75","3,672.40","1.07M","-1.59%"
"01/05/2024","3,737.90","3,675.00","3,747.75","3,674.85","1.96M","1.94%"
"01/04/2024","3,666.80","3,701.75","3,719.00","3,651.00","3.60M","-0.68%"
"01/03/2024","3,691.75","3,767.00","3,771.85","3,687.05","1.80M","-2.42%"
"01/02/2024","3,783.20","3,811.10","3,811.10","3,767.25","1.34M","-0.73%"
"01/01/2024","3,811.10","3,790.00","3,832.00","3,773.00","825.91K","0.47%"
"12/29/2023","3,793.40","3,792.00","3,822.60","3,765.40","1.57M","-0.17%"
"12/28/2023","3,799.90","3,824.00","3,838.00","3,792.10","1.68M","-0.30%"
"12/27/2023","3,811.20","3,799.00","3,818.20","3,768.00","1.29M","0.41%"
"12/26/2023","3,795.55","3,819.85","3,834.00","3,790.15","1.29M","-0.74%"
"12/22/2023","3,824.00","3,800.00","3,845.95","3,762.00","2.41M","0.96%"
"12/21/2023","3,787.50","3,756.25","3,806.70","3,743.35","1.52M","0.20%"
"12/20/2023","3,780.05","3,827.25","3,898.80","3,766.55","2.59M","-0.95%"
"12/19/2023","3,816.20","3,845.00","3,855.10","3,790.00","2.00M","-1.11%"
"12/18/2023","3,859.20","3,858.10","3,929.00","3,830.15","2.52M","-0.05%"
"12/15/2023","3,861.00","3,666.70","3,895.95","3,666.70","8.53M","5.28%"
"12/14/2023","3,667.25","3,630.00","3,678.00","3,627.60","3.29M","2.05%"
"12/13/2023","3,593.55","3,643.55","3,650.00","3,563.00","3.85M","-2.14%"
"12/12/2023","3,672.10","3,638.95","3,698.40","3,631.00","2.24M","0.80%"
"12/11/2023","3,642.90","3,622.90","3,653.00","3,615.00","1.10M","0.45%"
"12/08/2023","3,626.70","3,633.00","3,645.00","3,602.05","1.64M","0.33%"
"12/07/2023","3,614.90","3,605.00","3,630.55","3,591.70","1.97M","0.30%"
"12/06/2023","3,604.10","3,532.60","3,612.85","3,525.15","1.90M","2.05%"
"12/05/2023","3,531.60","3,538.00","3,538.00","3,502.80","1.38M","0.55%"
"12/04/2023","3,512.45","3,544.65","3,547.80","3,498.00","1.63M","0.02%"
"12/01/2023","3,511.65","3,500.00","3,516.95","3,490.05","1.17M","0.69%"
"11/30/2023","3,487.60","3,499.45","3,516.65","3,481.00","3.27M","-0.74%"
"11/29/2023","3,513.75","3,481.00","3,518.00","3,475.80","1.44M","1.26%"
"11/28/2023","3,470.15","3,457.10","3,481.25","3,433.00","1.69M","0.38%"
"11/24/2023","3,457.10","3,494.25","3,504.55","3,453.00","1.99M","-1.46%"
"11/23/2023","3,508.25","3,530.00","3,544.00","3,500.00","2.73M","-0.62%"
"11/22/2023","3,530.15","3,500.00","3,532.65","3,481.10","1.80M","0.57%"
"11/21/2023","3,510.20","3,519.60","3,539.05","3,501.00","1.81M","-0.27%"
"11/20/2023","3,519.60","3,491.25","3,533.90","3,491.25","1.48M","0.49%"
"11/17/2023","3,502.45","3,497.85","3,524.50","3,492.55","2.02M","0.13%"
"11/16/2023","3,497.85","3,430.05","3,529.35","3,414.20","3.95M","2.75%"
"11/15/2023","3,404.30","3,383.10","3,413.00","3,356.05","2.06M","2.18%"
"11/13/2023","3,331.55","3,356.00","3,356.00","3,327.00","1.03M","-0.81%"
"11/12/2023","3,358.90","3,350.00","3,359.00","3,350.00","173.21K","0.76%"
"11/10/2023","3,333.45","3,338.00","3,347.45","3,322.35","1.34M","-0.42%"
"11/09/2023","3,347.45","3,390.10","3,391.50","3,342.05","2.11M","-1.01%"
"11/08/2023","3,381.55","3,371.45","3,401.95","3,369.55","992.90K","0.33%"
"11/07/2023","3,370.45","3,378.00","3,404.15","3,366.00","1.19M","-0.29%"
"11/06/2023","3,380.25","3,375.00","3,392.30","3,359.00","1.10M","0.88%"
"11/03/2023","3,350.90","3,382.00","3,387.90","3,344.30","1.40M","-0.27%"
"11/02/2023","3,360.10","3,343.20","3,375.95","3,343.20","1.25M","0.88%"
"11/01/2023","3,330.65","3,355.00","3,371.60","3,311.00","1.56M","-1.13%"
"10/31/2023","3,368.75","3,399.00","3,399.00","3,350.05","999.81K","-0.29%"
"10/30/2023","3,378.55","3,350.00","3,382.85","3,333.75","910.97K","0.82%"
"10/27/2023","3,350.95","3,350.00","3,362.00","3,337.00","1.11M","0.43%"
"10/26/2023","3,336.75","3,368.05","3,373.70","3,330.00","1.98M","-1.57%"
"10/25/2023","3,390.10","3,390.50","3,425.00","3,377.20","1.52M","-0.59%"
"10/23/2023","3,410.15","3,473.00","3,478.95","3,401.30","1.11M","-2.42%"
"10/20/2023","3,494.55","3,450.40","3,499.50","3,444.05","1.48M","1.13%"
"10/19/2023","3,455.65","3,469.50","3,476.85","3,451.90","1.51M","-0.91%"
"10/18/2023","3,487.25","3,511.00","3,522.70","3,484.00","1.41M","-0.56%"
"10/17/2023","3,507.05","3,530.00","3,534.15","3,503.35","1.67M","-0.48%"
"10/16/2023","3,524.05","3,566.00","3,574.65","3,519.10","1.67M","-1.31%"
"10/13/2023","3,570.85","3,530.00","3,577.00","3,525.00","2.89M","0.80%"
"10/12/2023","3,542.55","3,575.00","3,588.65","3,538.10","4.24M","-1.87%"
"10/11/2023","3,609.90","3,650.00","3,650.00","3,605.00","2.43M","-0.52%"
"10/10/2023","3,628.90","3,640.05","3,648.00","3,601.35","1.85M","-0.26%"
"10/09/2023","3,638.35","3,645.05","3,679.00","3,631.00","4.23M","0.47%"
"10/06/2023","3,621.40","3,591.00","3,634.95","3,575.05","2.08M","0.89%"
"10/05/2023","3,589.35","3,554.00","3,624.00","3,551.20","2.99M","1.46%"
"10/04/2023","3,537.75","3,486.30","3,548.00","3,477.30","1.79M","0.68%"
"10/03/2023","3,513.85","3,534.20","3,534.20","3,480.10","1.95M","-0.42%"
"09/29/2023","3,528.60","3,537.20","3,568.45","3,505.55","2.24M","-0.23%"
"09/28/2023","3,536.75","3,600.00","3,602.80","3,527.35","1.76M","-1.46%"
"09/27/2023","3,589.30","3,590.00","3,614.00","3,555.70","1.54M","0.10%"
"09/26/2023","3,585.70","3,567.60","3,594.95","3,536.00","1.73M","0.24%"
"09/25/2023","3,577.15","3,602.50","3,620.00","3,558.65","1.24M","-0.74%"
"09/22/2023","3,603.65","3,584.00","3,633.75","3,565.05","1.99M","0.51%"
"09/21/2023","3,585.30","3,588.55","3,605.00","3,528.00","2.00M","-0.58%"
"09/20/2023","3,606.05","3,580.00","3,625.00","3,580.00","1.65M","0.00%"
"09/18/2023","3,606.15","3,580.05","3,619.30","3,575.25","1.40M","0.22%"
"09/15/2023","3,598.30","3,567.85","3,607.35","3,562.45","2.95M","1.07%"
"09/14/2023","3,560.05","3,570.05","3,597.70","3,545.60","2.60M","-0.22%"
"09/13/2023","3,567.85","3,571.10","3,588.85","3,545.00","1.75M","-0.36%"
"09/12/2023","3,580.80","3,492.00","3,589.90","3,483.00","4.48M","2.88%"
"09/11/2023","3,480.65","3,462.00","3,485.70","3,445.00","1.78M","1.13%"
"09/08/2023","3,441.90","3,455.25","3,465.00","3,435.05","1.52M","-0.39%"
"09/07/2023","3,455.25","3,430.80","3,460.00","3,422.30","1.89M","0.74%"
"09/06/2023","3,429.90","3,434.00","3,443.90","3,398.10","1.31M","0.02%"
"09/05/2023","3,429.35","3,420.00","3,447.00","3,405.15","1.50M","0.32%"
"09/04/2023","3,418.50","3,378.00","3,432.85","3,370.05","1.83M","1.16%"
"09/01/2023","3,379.20","3,366.00","3,389.00","3,356.80","1.28M","0.67%"
"08/31/2023","3,356.80","3,401.00","3,417.40","3,343.65","3.42M","-1.01%"
"08/30/2023","3,390.95","3,398.00","3,408.10","3,383.05","1.19M","0.44%"
"08/29/2023","3,376.15","3,381.05","3,389.55","3,365.00","944.52K","0.02%"
"08/28/2023","3,375.55","3,394.00","3,394.00","3,360.10","1.04M","-0.17%"
"08/25/2023","3,381.30","3,375.00","3,385.80","3,350.25","1.16M","-0.19%"
"08/24/2023","3,387.75","3,408.00","3,413.05","3,378.10","1.15M","-0.31%"
"08/23/2023","3,398.25","3,388.00","3,402.00","3,376.00","1.33M","0.48%"
"08/22/2023","3,382.15","3,400.00","3,411.00","3,365.05","1.22M","-0.57%"
"08/21/2023","3,401.65","3,375.00","3,409.75","3,372.00","1.38M","1.03%"
"08/18/2023","3,367.10","3,410.00","3,410.00","3,356.50","2.53M","-2.00%"
"08/17/2023","3,435.75","3,455.00","3,460.80","3,413.20","1.84M","-0.65%"
"08/16/2023","3,458.40","3,450.00","3,466.00","3,435.20","1.33M","0.25%"
"08/14/2023","3,449.85","3,440.70","3,455.00","3,411.00","1.19M","0.03%"
"08/11/2023","3,448.80","3,438.10","3,466.65","3,414.00","1.68M","0.19%"
"08/10/2023","3,442.10","3,450.00","3,464.90","3,430.05","1.10M","-0.59%"
"08/09/2023","3,462.50","3,464.90","3,467.00","3,425.05","1.79M","-0.23%"
"08/08/2023","3,470.60","3,484.05","3,489.95","3,456.60","1.63M","-0.39%"
"08/07/2023","3,484.05","3,453.95","3,488.00","3,441.25","1.85M","1.18%"
"08/04/2023","3,443.55","3,401.25","3,471.00","3,401.25","2.25M","1.28%"
"08/03/2023","3,399.95","3,420.00","3,433.25","3,368.00","2.03M","-1.18%"
"08/02/2023","3,440.65","3,434.95","3,446.40","3,413.60","1.91M","-0.33%"
"08/01/2023","3,452.05","3,415.00","3,460.00","3,415.00","1.96M","0.89%"
"07/31/2023","3,421.45","3,364.40","3,426.65","3,360.90","2.74M","1.97%"
"07/28/2023","3,355.40","3,385.00","3,393.70","3,331.00","2.60M","-1.22%"
"07/27/2023","3,396.90","3,394.95","3,411.65","3,385.05","1.70M","0.25%"
"07/26/2023","3,388.30","3,400.35","3,420.85","3,385.00","1.07M","-0.32%"
"07/25/2023","3,399.15","3,397.50","3,406.80","3,380.20","1.27M","0.13%"
"07/24/2023","3,394.75","3,381.00","3,413.45","3,372.10","1.68M","0.79%"
"07/21/2023","3,368.30","3,404.05","3,434.90","3,359.05","3.77M","-2.74%"
"07/20/2023","3,463.30","3,453.10","3,478.90","3,436.05","1.72M","-0.19%"
"07/19/2023","3,470.05","3,500.00","3,516.85","3,445.65","2.41M","-0.77%"
"07/18/2023","3,496.85","3,476.00","3,524.00","3,465.00","2.60M","0.15%"
"07/17/2023","3,491.70","3,510.00","3,549.90","3,477.05","2.74M","-0.65%"
"07/14/2023","3,514.65","3,365.00","3,524.85","3,352.00","6.31M","5.21%"
"07/13/2023","3,340.55","3,284.00","3,367.45","3,272.75","4.59M","2.47%"
"07/12/2023","3,259.90","3,280.95","3,289.15","3,250.10","1.52M","-0.38%"
"07/11/2023","3,272.40","3,295.00","3,295.00","3,260.80","1.11M","0.01%"
"07/10/2023","3,271.95","3,324.75","3,324.75","3,265.20","1.41M","-1.72%"
"07/07/2023","3,329.25","3,302.00","3,356.90","3,302.00","1.79M","0.19%"
"07/06/2023","3,322.90","3,306.55","3,328.45","3,302.00","1.85M","0.09%"
"07/05/2023","3,319.95","3,320.00","3,329.00","3,305.00","1.45M","0.34%"
"07/04/2023","3,308.85","3,290.00","3,315.00","3,277.30","1.66M","1.12%"
"07/03/2023","3,272.30","3,314.30","3,318.80","3,268.75","1.69M","-0.91%"
"06/30/2023","3,302.25","3,220.00","3,310.00","3,214.10","2.67M","2.70%"
"06/28/2023","3,215.45","3,208.00","3,230.95","3,193.40","1.58M","0.57%"
"06/27/2023","3,197.35","3,202.00","3,209.65","3,182.30","863.54K","0.24%"
"06/26/2023","3,189.65","3,205.00","3,213.90","3,173.00","1.98M","-0.83%"
"06/23/2023","3,216.35","3,237.30","3,249.40","3,209.15","1.12M","-0.68%"
"06/22/2023","3,238.50","3,260.00","3,267.65","3,230.10","1.53M","-0.60%"
"06/21/2023","3,258.20","3,250.00","3,261.40","3,223.95","1.65M","0.94%"
"06/20/2023","3,227.70","3,214.00","3,232.50","3,201.05","1.53M","0.54%"
"06/19/2023","3,210.40","3,190.00","3,214.90","3,175.00","1.47M","1.12%"
"06/16/2023","3,174.90","3,197.00","3,199.40","3,156.00","4.16M","-1.29%"
"06/15/2023","3,216.30","3,245.30","3,247.45","3,210.00","2.27M","-1.07%"
"06/14/2023","3,251.05","3,243.70","3,255.85","3,225.85","1.66M","0.23%"
"06/13/2023","3,243.70","3,260.00","3,265.00","3,239.00","1.37M","-0.10%"
"06/12/2023","3,246.90","3,215.00","3,254.40","3,211.00","2.32M","1.17%"
"06/09/2023","3,209.30","3,245.00","3,250.00","3,205.35","1.78M","-0.84%"
"06/08/2023","3,236.45","3,261.00","3,270.00","3,233.00","1.76M","-1.17%"
"06/07/2023","3,274.90","3,253.00","3,278.85","3,241.00","1.57M","1.32%"
"06/06/2023","3,232.30","3,280.00","3,288.85","3,220.60","2.02M","-1.72%"
"06/05/2023","3,288.90","3,315.00","3,327.00","3,285.05","1.86M","-0.51%"
"06/02/2023","3,305.60","3,326.25","3,335.90","3,297.45","2.03M","-0.55%"
"06/01/2023","3,324.00","3,314.00","3,340.00","3,297.50","1.18M","1.05%"
"05/31/2023","3,289.50","3,309.00","3,327.70","3,265.15","5.82M","-0.81%"
"05/30/2023","3,316.20","3,315.00","3,326.95","3,301.35","1.34M","-0.12%"
"05/29/2023","3,320.35","3,360.80","3,372.00","3,312.00","1.21M","-0.26%"
"05/26/2023","3,328.90","3,293.50","3,338.65","3,291.00","1.79M","1.07%"
"05/25/2023","3,293.50","3,294.00","3,306.00","3,267.10","1.37M","-0.30%"
"05/24/2023","3,303.35","3,276.00","3,317.20","3,276.00","1.02M","0.19%"
"05/23/2023","3,297.05","3,306.00","3,327.95","3,290.10","1.69M","-0.05%"
"05/22/2023","3,298.70","3,230.00","3,308.45","3,217.05","1.33M","2.35%"
"05/19/2023","3,222.85","3,210.00","3,234.50","3,203.05","1.15M","0.72%"
"05/18/2023","3,199.85","3,225.95","3,228.95","3,195.00","1.37M","-0.28%"
"05/17/2023","3,208.70","3,255.95","3,280.00","3,198.25","1.59M","-1.52%"
"05/16/2023","3,258.15","3,256.20","3,285.00","3,250.45","986.31K","0.10%"
"05/15/2023","3,255.05","3,284.00","3,292.00","3,248.35","1.15M","-0.59%"
"05/12/2023","3,274.30","3,279.15","3,290.00","3,260.00","1.03M","-0.24%"
"05/11/2023","3,282.15","3,309.00","3,309.70","3,272.00","1.72M","-0.14%"
"05/10/2023","3,286.80","3,290.00","3,306.50","3,266.05","1.56M","0.11%"
"05/09/2023","3,283.25","3,252.60","3,298.00","3,246.00","1.11M","1.00%"
"05/08/2023","3,250.60","3,245.00","3,254.85","3,231.30","928.24K","0.62%"
"05/05/2023","3,230.70","3,220.00","3,244.00","3,210.05","1.71M","0.31%"
"05/04/2023","3,220.70","3,180.15","3,224.45","3,178.00","1.95M","1.28%"
"05/03/2023","3,179.90","3,216.00","3,216.00","3,173.15","2.47M","-1.23%"
"05/02/2023","3,219.40","3,235.00","3,235.00","3,210.00","2.32M","0.00%"
"04/28/2023","3,219.25","3,200.40","3,227.25","3,196.25","2.93M","0.98%"
"04/27/2023","3,187.95","3,185.00","3,199.20","3,170.65","2.43M","-0.32%"
"04/26/2023","3,198.15","3,181.00","3,208.40","3,181.00","2.00M","0.70%"
"04/25/2023","3,176.00","3,183.00","3,191.20","3,147.50","2.02M","0.04%"
"04/24/2023","3,174.80","3,151.10","3,180.95","3,126.15","1.64M","0.44%"
"04/21/2023","3,160.85","3,110.00","3,164.45","3,100.80","1.93M","1.81%"
"04/20/2023","3,104.80","3,090.00","3,113.00","3,078.00","2.42M","0.49%"
"04/19/2023","3,089.60","3,130.75","3,140.00","3,071.50","3.30M","-1.31%"
"04/18/2023","3,130.75","3,154.95","3,156.85","3,110.60","2.62M","-0.28%"
"04/17/2023","3,139.50","3,134.10","3,163.40","3,070.25","5.51M","-1.55%"
"04/13/2023","3,188.85","3,210.00","3,230.00","3,180.00","4.17M","-1.63%"
"04/12/2023","3,241.65","3,227.95","3,260.95","3,199.00","2.42M","0.87%"
"04/11/2023","3,213.80","3,264.00","3,272.95","3,192.15","2.35M","-1.52%"
"04/10/2023","3,263.40","3,220.00","3,272.00","3,215.00","2.20M","1.33%"
"04/06/2023","3,220.70","3,225.00","3,257.35","3,215.00","1.70M","-0.59%"
"04/05/2023","3,239.80","3,185.50","3,264.35","3,185.50","2.66M","1.24%"
"04/03/2023","3,200.00","3,224.95","3,224.95","3,173.75","1.52M","-0.18%"
"03/31/2023","3,205.90","3,189.95","3,213.00","3,152.00","2.38M","2.13%"
"03/29/2023","3,138.90","3,129.00","3,150.00","3,104.10","1.74M","0.74%"
"03/28/2023","3,115.90","3,127.00","3,149.55","3,110.15","1.30M","-0.20%"
"03/27/2023","3,122.30","3,135.00","3,152.75","3,106.00","1.52M","0.06%"
"03/24/2023","3,120.50","3,148.90","3,170.00","3,106.00","1.33M","-0.13%"
"03/23/2023","3,124.65","3,114.90","3,146.35","3,101.00","1.37M","-0.20%"
"03/22/2023","3,130.80","3,130.05","3,143.50","3,106.10","1.12M","0.80%"
"03/21/2023","3,106.10","3,143.30","3,156.75","3,097.45","1.82M","-1.18%"
"03/20/2023","3,143.30","3,169.65","3,169.65","3,095.05","2.29M","-1.13%"
"03/17/2023","3,179.30","3,150.50","3,221.40","3,144.00","6.74M","-0.18%"
"03/16/2023","3,185.00","3,208.00","3,219.80","3,172.00","1.90M","-0.43%"
"03/15/2023","3,198.90","3,250.00","3,260.35","3,192.00","1.78M","-0.50%"
"03/14/2023","3,214.95","3,280.00","3,304.40","3,209.40","2.67M","-2.04%"
"03/13/2023","3,281.95","3,333.00","3,369.80","3,272.00","1.90M","-1.47%"
"03/10/2023","3,331.00","3,312.90","3,337.25","3,290.00","1.02M","-0.18%"
"03/09/2023","3,336.85","3,385.00","3,385.00","3,330.85","1.65M","-1.58%"
"03/08/2023","3,390.40","3,364.00","3,396.00","3,330.85","1.84M","0.55%"
"03/06/2023","3,371.85","3,361.90","3,404.95","3,359.00","1.33M","0.89%"
"03/03/2023","3,342.15","3,354.00","3,358.00","3,331.10","1.04M","0.62%"
"03/02/2023","3,321.45","3,361.00","3,369.90","3,318.00","1.56M","-1.90%"
"03/01/2023","3,385.70","3,323.00","3,389.00","3,315.00","1.67M","2.20%"
"02/28/2023","3,312.85","3,328.50","3,392.00","3,299.90","4.12M","-0.57%"
"02/27/2023","3,331.85","3,390.00","3,390.00","3,316.00","1.13M","-2.02%"
"02/24/2023","3,400.45","3,422.50","3,433.95","3,382.30","977.59K","-0.39%"
"02/23/2023","3,413.80","3,421.00","3,452.40","3,408.00","1.44M","0.36%"
"02/22/2023","3,401.55","3,414.95","3,447.00","3,395.00","1.22M","-1.43%"
"02/21/2023","3,451.00","3,494.00","3,508.90","3,444.75","1.14M","-1.04%"
"02/20/2023","3,487.30","3,502.00","3,522.00","3,475.05","1.30M","-0.40%"
"02/17/2023","3,501.15","3,526.15","3,538.90","3,490.00","1.06M","-1.60%"
"02/16/2023","3,558.05","3,527.20","3,575.00","3,527.00","1.62M","1.06%"
"02/15/2023","3,520.65","3,487.00","3,526.00","3,460.15","1.43M","0.59%"
"02/14/2023","3,500.10","3,505.00","3,524.85","3,495.00","1.58M","0.51%"
